Survey Year,Timestamp, SalaryUSD ,Country,PostalCode,PrimaryDatabase,YearsWithThisDatabase,OtherDatabases,EmploymentStatus,JobTitle,ManageStaff,YearsWithThisTypeOfJob,HowManyCompanies,OtherPeopleOnYourTeam,CompanyEmployeesOverall,DatabaseServers,Education,EducationIsComputerRelated,Certifications,HoursWorkedPerWeek,TelecommuteDaysPerWeek,NewestVersionInProduction,OldestVersionInProduction,PopulationOfLargestCityWithin20Miles,EmploymentSector,LookingForAnotherJob,CareerPlansThisYear,Gender,OtherJobDuties,KindsOfTasksPerformed,Counter
2018,12/20/2017 3:21:24,  67.000 ,United Kingdom,,Microsoft SQL Server,5,"Redis, Azure SQL DB",Full time employee,Manager,Yes,2,Not Asked,None,Not Asked,2,Doctorate/PhD,No,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, R&D, Training/teaching",1
2018,12/20/2017 3:19:43,  84.500 ,United Kingdom,SN5,Microsoft SQL Server,20,,Full time employee,Manager,Yes,3,Not Asked,None,Not Asked,12,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,"Stay with the same employer, same role",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D",1
2018,12/20/2017 3:19:32,  61.562 ,United Kingdom,RG21,Microsoft SQL Server,8,Microsoft Access,Full time employee,Developer: T-SQL,No,2,Not Asked,1,Not Asked,5,Bachelors (4 years),Yes,"Yes, and they're currently valid",41,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,Prefer not to say,Male,"Analyst, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: Business Intelligence (SSRS, PowerBI, etc)","Manual tasks, Projects",1
2018,12/20/2017 3:16:14,  82.000 ,United Kingdom,NW1,Microsoft SQL Server,10,MongoDB,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,7,Not Asked,5,Not Asked,50,None (no degree completed),N/A,"Yes, and they're currently valid",38,1,Not Asked,Not Asked,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects",1
2018,12/20/2017 3:14:37,  65.000 ,United Kingdom,gu33au,Microsoft SQL Server,5,"Microsoft SQL Server, Microsoft Access",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,2,Not Asked,None,Not Asked,10,None (no degree completed),N/A,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Non-profit,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management",1
2018,12/20/2017 3:13:03,  62.239 ,United Kingdom,,Microsoft SQL Server,8,Microsoft Access,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,8,Not Asked,1,Not Asked,26,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
2018,12/20/2017 3:11:25,  56.280 ,United Kingdom,WA2,Microsoft SQL Server,3,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,5,Not Asked,None,Not Asked,80,Bachelors (4 years),Yes,"No, I never have",37,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,"Stay with the same employer, same role",Male,,,1
2018,12/20/2017 3:10:51,  44.000 ,France,,Microsoft SQL Server,15,"MySQL/MariaDB, PostgreSQL, Microsoft Access",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,11,Not Asked,1,Not Asked,50,Associates (2 years),No,"Yes, but they expired",39,1,Not Asked,Not Asked,Not Asked,Private business,No,"Stay with the same employer,  but change roles",Male,"Analyst, Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Engineer","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, Training/teaching",1
2018,12/20/2017 3:10:15,  85.000 ,Germany,,Microsoft SQL Server,15,"Microsoft SQL Server, MySQL/MariaDB, Azure SQL DB",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,15,Not Asked,5,Not Asked,800,Masters,Yes,"Yes, but they expired",44,2,Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer,  but change roles",Male,Architect,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching",1
2018,12/20/2017 3:08:12,  61.636 ,United Kingdom,,Microsoft SQL Server,6,MySQL/MariaDB,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,6,Not Asked,1,Not Asked,400,Bachelors (4 years),N/A,"No, I never have",35,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,"Stay with the same employer,  but change roles",Male,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),"Build scripts & automation tools, Manual tasks, On-call as part of a rotation, Projects, R&D",1
2018,12/20/2017 3:06:48,  45.000 ,Italy,40141,Microsoft SQL Server,10,,Full time employee,"Developer: App code (C#, JS, etc)",No,18,Not Asked,5,Not Asked,2,None (no degree completed),Yes,"Yes, and they're currently valid",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,Developer: T-SQL,Projects,1
2018,12/20/2017 3:04:47,  93.000 ,United States,55303,Microsoft SQL Server,6,"Microsoft Access, Elasticsearch",Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,4,Not Asked,None,Not Asked,25,Bachelors (4 years),Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Architect, Engineer","Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
2018,12/20/2017 3:03:35,  52.000 ,United Kingdom,LS13,Microsoft SQL Server,10,"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Azure SQL DB",Full time employee,Architect,No,3,Not Asked,4,Not Asked,10,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,4,Not Asked,Not Asked,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Analyst, Architect, Data Scientist, Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Meetings & management, Projects, Training/teaching",1
2018,12/20/2017 3:03:09,  66.962 ,United Kingdom,ba20 2su,Microsoft SQL Server,6,"MySQL/MariaDB, Microsoft Access",Full time employee,Manager,Yes,6,Not Asked,None,Not Asked,1,None (no degree completed),N/A,"No, I never have",55,4,Not Asked,Not Asked,Not Asked,Private business,No,"Stay with the same employer, same role",Prefer not to say,Manager,,1
2018,12/20/2017 2:57:50,  55.000 ,Sweden,,Microsoft SQL Server,5,,"Independent consultant, contractor, freelancer,  or company owner","Developer: App code (C#, JS, etc)",No,20,Not Asked,5,Not Asked,20,Masters,Yes,"Yes, but they expired",40,1,Not Asked,Not Asked,Not Asked,Private business,No,Prefer not to say,Male,"Architect, Developer: T-SQL",Training/teaching,1
2018,12/20/2017 2:54:53,  56.000 ,United Kingdom,,Microsoft SQL Server,8,"Oracle, MySQL/MariaDB",Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,9,Not Asked,1,Not Asked,3,Bachelors (4 years),No,"No, I never have",35,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Non-profit,"Yes, but only passively (just curious)",Change both employers and roles,Male,"DBA (Development Focus - tunes queries, indexes, does deployments)",Build scripts & automation tools,1
2018,12/20/2017 2:53:11,  56.000 ,Belgium,,Microsoft SQL Server,6,"Microsoft SQL Server, MySQL/MariaDB, SQLite, Azure SQL DB",Full time employee,Engineer,No,3,Not Asked,2,Not Asked,120,None (no degree completed),N/A,"Yes, and they're currently valid",45,3,Not Asked,Not Asked,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Data Scientist, DBA (Development Focus - tunes queries, indexes, does deployments), DBA (Production Focus - build & troubleshoot servers, HA/DR), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects, R&D, Training/teaching",1
2018,12/20/2017 2:49:31,  100.500 ,Germany,80687,Microsoft SQL Server,20,Azure SQL DB,Full time employee,Architect,Yes,2,Not Asked,4,Not Asked,6,Masters,Yes,"Yes, but they expired",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Manual tasks, Meetings & management, Projects, R&D",1
2018,12/20/2017 2:43:46,  47.000 ,Spain,,Microsoft SQL Server,9,,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",Yes,9,Not Asked,1,Not Asked,8,Bachelors (4 years),Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,"Stay with the same employer, same role",Female,"Analyst, Architect, DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: T-SQL, Manager","Build scripts & automation tools, Meetings & management, Training/teaching",1
2018,12/20/2017 2:41:44,  46.000 ,Czech Republic,60200,Microsoft SQL Server,15,Firebird,Full time employee,"Developer: App code (C#, JS, etc)",No,7,Not Asked,None,Not Asked,30,Masters,Yes,"No, I never have",40,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: Business Intelligence (SSRS, PowerBI, etc)",,1
2018,12/20/2017 2:41:05,  47.000 ,United Kingdom,BB10,Microsoft SQL Server,5,Microsoft Access,Full time employee,Analyst,Yes,2,Not Asked,None,Not Asked,3,Associates (2 years),Yes,"No, I never have",38,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,"Education (K-12, college, university)",No,"Stay with the same employer,  but change roles",Male,"Developer: Business Intelligence (SSRS, PowerBI, etc), Developer: T-SQL","Build scripts & automation tools, Manual tasks, Meetings & management, Projects",1
2018,12/20/2017 2:40:44,  69.000 ,Denmark,8850,Microsoft SQL Server,4,"Microsoft SQL Server, MySQL/MariaDB, DB2, Azure SQL DB",Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",Yes,4,Not Asked,2,Not Asked,70,Bachelors (4 years),N/A,"Yes, and they're currently valid",39,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same role, but change employers",Attack Helicopter (M),"DBA (Development Focus - tunes queries, indexes, does deployments)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects",1
2018,12/20/2017 2:38:31,  27.000 ,Slovakia,,Microsoft SQL Server,5,"Microsoft SQL Server, MySQL/MariaDB",Full time employee,Engineer,No,6,Not Asked,2,Not Asked,4,Masters,Yes,"No, I never have",38,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,"Stay with the same employer, same role",Male,,"Build scripts & automation tools, Manual tasks, Meetings & management, On-call as part of a rotation, Projects",1
2018,12/20/2017 2:36:27,  77.000 ,South Africa,,Microsoft SQL Server,10,"MySQL/MariaDB, MongoDB, Redis",Full time employee,Architect,Yes,6,Not Asked,None,Not Asked,20,Associates (2 years),Yes,"No, I never have",60,5 or more,Not Asked,Not Asked,Not Asked,Private business,No,Prefer not to say,Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers), Developer: App code (C#, JS, etc), Developer: T-SQL, Manager","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects, R&D, Training/teaching",1
2018,12/20/2017 2:36:10,  79.000 ,Denmark,8600,Microsoft SQL Server,12,Microsoft SQL Server,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,1,Not Asked,4,Not Asked,6,Associates (2 years),N/A,"No, I never have",45,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Architect, Developer: T-SQL",,1
2018,12/20/2017 2:31:22,  107.000 ,Denmark,,Microsoft SQL Server,8,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,1,Not Asked,More than 5,Not Asked,1000,Associates (2 years),Yes,"Yes, but they expired",37,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"DBA (Development Focus - tunes queries, indexes, does deployments), DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)","Build scripts & automation tools, Manual tasks, On-call 24/7/365",1
2018,12/20/2017 2:29:51,  34.100 ,Czech Republic,15800,Microsoft SQL Server,12,,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,5,Not Asked,2,Not Asked,250,Bachelors (4 years),Yes,"No, I never have",45,2,Not Asked,Not Asked,Not Asked,Private business,"Yes, but only passively (just curious)","Stay with the same employer, same role",Male,"DBA (Production Focus - build & troubleshoot servers, HA/DR)","Build scripts & automation tools, Manual tasks, Meetings & management, On-call 24/7/365, Projects",1
2018,12/20/2017 2:28:13,  79.000 ,United States,,Microsoft SQL Server,6,"Microsoft SQL Server, Cassandra, Redis, Elasticsearch",Full time employee,Developer: T-SQL,No,4,Not Asked,1,Not Asked,10,Bachelors (4 years),No,"Yes, but they expired",45,"None, or less than 1 day per week",Not Asked,Not Asked,Not Asked,Private business,No,"Stay with the same employer, same role",Male,"Architect, DBA (Development Focus - tunes queries, indexes, does deployments), Developer: App code (C#, JS, etc), Developer: T-SQL","Manual tasks, Meetings & management, On-call as part of a rotation, Projects, Training/teaching",1
